vendedor_1,vendedor_2,producto,fecha
4,7,TABLET10,16/07/2022
3,5,CONSOLA9,08/02/2014
5,6,TV42,31/03/2025
5,6,TV42,12/07/2017
5,7,CAMARAHD,05/09/2024
7,4,CONSOLA9,02/01/2012
4,10,TABLET10,26/12/2014
4,3,LAPTOP15,20/12/2017
3,5,CELULAA01,04/01/2015
6,4,DRONE99,20/11/2016
4,9,CAMARAHD,07/06/2019
5,8,LAPTOP15,07/06/2017
5,9,SMARTWAT,03/05/2018
7,7,LAPTOP15,05/11/2015
3,11,TV42,18/02/2023
7,4,AIRE2200,05/08/2016
3,5,CONSOLA9,27/05/2020
6,13,IMPRES33,22/08/2012
6,8,AIRE2200,21/07/2020
3,11,TV42,16/03/2011
5,2,LAPTOP15,24/03/2024
4,8,TABLET10,02/02/2023
7,7,AIRE2200,06/01/2023
6,11,LAPTOP15,03/12/2023
4,8,CELULAA01,07/08/2011
3,8,CAMARAHD,04/08/2020
4,7,CAMARAHD,13/05/2014
3,5,CONSOLA9,23/03/2021
10,6,TV42,08/09/2012
4,5,CONSOLA9,08/04/2025
1,6,DRONE99,24/07/2018
3,8,CAMARAHD,19/11/2021
4,11,CELULAA01,10/09/2016
4,7,LAPTOP15,08/04/2019
4,1,IMPRES33,19/03/2011
5,5,DRONE99,20/05/2013
5,9,CELULAA01,30/01/2013
7,3,SMARTWAT,29/06/2014
5,6,SMARTWAT,08/09/2017
11,3,TV42,07/03/2019
4,5,CAMARAHD,09/10/2022
3,16,CELULAA01,06/04/2020
4,5,CONSOLA9,19/03/2013
0,8,CELULAA01,04/02/2017
6,6,AIRE2200,17/01/2014
7,4,CAMARAHD,25/10/2011
1,9,IMPRES33,08/12/2020
5,2,AIRE2200,17/06/2017
6,6,CELULAA01,26/02/2024
4,9,TV42,19/12/2013
3,7,CELULAA01,11/01/2017
3,8,TABLET10,25/03/2024
3,8,CONSOLA9,21/04/2011
4,6,SMARTWAT,08/02/2010
6,4,AIRE2200,21/02/2020
3,7,CELULAA01,19/02/2016
4,8,IMPRES33,12/09/2014
6,5,CONSOLA9,13/10/2013
5,8,CAMARAHD,04/12/2022
7,9,AIRE2200,21/07/2013
5,1,SMARTWAT,24/12/2020
1,14,CONSOLA9,23/12/2011
8,4,TV42,26/11/2012
6,10,DRONE99,13/10/2023
4,6,SMARTWAT,23/09/2019
10,10,AIRE2200,17/03/2024
3,7,CAMARAHD,19/08/2019
5,4,IMPRES33,18/01/2019
6,9,TV42,16/08/2019
5,8,CELULAA01,15/09/2020
7,3,IMPRES33,07/08/2018
6,4,CELULAA01,08/02/2010
3,8,CAMARAHD,06/11/2010
8,15,CONSOLA9,21/12/2021
6,6,LAPTOP15,22/06/2014
7,5,IMPRES33,15/05/2018
6,6,AIRE2200,26/04/2010
4,11,DRONE99,24/03/2017
6,4,LAPTOP15,29/11/2021
6,10,DRONE99,11/04/2014
4,7,AIRE2200,27/05/2010
3,10,CELULAA01,06/03/2025
6,8,CAMARAHD,03/02/2010
2,5,CAMARAHD,21/01/2024
7,9,DRONE99,01/08/2015
6,9,SMARTWAT,28/01/2015
2,10,IMPRES33,22/07/2025
6,3,TV42,21/09/2017
3,6,DRONE99,31/12/2016
5,9,TV42,22/11/2012
6,8,IMPRES33,21/04/2012
3,4,CONSOLA9,09/08/2018
6,7,CELULAA01,16/04/2021
7,7,CELULAA01,16/03/2023
4,6,CELULAA01,12/11/2016
3,7,TV42,30/09/2013
9,11,SMARTWAT,19/06/2011
7,7,TABLET10,10/01/2011
6,10,CELULAA01,08/09/2016
11,4,AIRE2200,10/07/2016
1,8,TV42,23/03/2020
7,11,AIRE2200,02/09/2021
7,5,LAPTOP15,18/05/2023
4,8,DRONE99,03/10/2021
4,4,IMPRES33,30/07/2017
2,10,IMPRES33,23/09/2019
6,8,CELULAA01,28/05/2025
5,5,DRONE99,01/01/2013
6,9,LAPTOP15,08/09/2017
9,6,TV42,29/12/2020
6,12,TV42,21/01/2018
6,9,SMARTWAT,24/03/2014
7,4,TV42,12/09/2013
6,5,CAMARAHD,18/01/2019
8,7,DRONE99,06/06/2010
2,7,CONSOLA9,15/02/2015
5,5,TABLET10,12/01/2015
10,6,LAPTOP15,10/12/2012
3,9,TABLET10,27/09/2014
6,3,IMPRES33,29/06/2010
6,13,LAPTOP15,24/03/2023
7,8,AIRE2200,26/04/2021
3,8,LAPTOP15,16/10/2013
10,8,TV42,05/10/2012
4,5,IMPRES33,23/03/2018
5,4,AIRE2200,13/12/2025
1,7,CAMARAHD,04/08/2024
4,10,CAMARAHD,03/11/2010
4,9,DRONE99,01/06/2018
6,4,TABLET10,12/05/2024
2,9,TV42,27/09/2015
5,8,SMARTWAT,29/12/2021
5,7,CAMARAHD,23/12/2023
5,12,SMARTWAT,03/02/2011
7,5,DRONE99,28/04/2023
7,3,AIRE2200,28/01/2011
6,4,CAMARAHD,05/11/2024
4,6,LAPTOP15,04/06/2012
5,8,AIRE2200,29/08/2024
2,13,CELULAA01,11/06/2010
4,6,AIRE2200,31/01/2011
9,7,IMPRES33,21/06/2025
6,12,CELULAA01,06/08/2012
4,4,CELULAA01,08/05/2019
8,6,TV42,19/12/2019
5,11,TV42,13/07/2018
8,8,SMARTWAT,09/10/2012
3,9,IMPRES33,11/04/2022
3,10,LAPTOP15,02/09/2015
3,8,LAPTOP15,22/08/2020
5,11,TV42,28/09/2025
8,8,AIRE2200,08/06/2013
9,2,CONSOLA9,11/08/2014
7,3,SMARTWAT,05/08/2025
4,10,TV42,19/05/2025
6,7,DRONE99,20/02/2024
7,7,TV42,18/03/2010
2,5,TV42,02/10/2016
3,6,TABLET10,10/06/2019
2,10,LAPTOP15,03/11/2024
4,7,IMPRES33,07/04/2012
5,7,CONSOLA9,10/11/2024
6,8,LAPTOP15,02/09/2021
4,8,SMARTWAT,21/01/2016
0,7,LAPTOP15,20/12/2023
6,4,TV42,02/08/2023
4,12,IMPRES33,19/09/2025
3,8,TABLET10,28/01/2013
5,7,SMARTWAT,25/05/2019
6,11,TV42,09/05/2012
4,11,DRONE99,22/06/2021
5,9,CAMARAHD,09/11/2023
4,2,LAPTOP15,22/08/2012
4,10,IMPRES33,04/05/2016
4,3,TV42,22/07/2012
1,5,IMPRES33,20/05/2012
6,4,CONSOLA9,01/03/2021
5,7,LAPTOP15,16/06/2014
4,5,CAMARAHD,29/08/2023
6,9,IMPRES33,25/06/2014
5,3,CELULAA01,25/11/2015
1,6,CELULAA01,25/09/2021
3,3,CELULAA01,11/07/2014
6,4,IMPRES33,11/01/2018
5,5,LAPTOP15,11/10/2025
2,10,TABLET10,11/03/2019
6,6,DRONE99,16/08/2016
6,10,DRONE99,06/08/2013
4,9,AIRE2200,19/11/2010
5,8,LAPTOP15,18/04/2022
2,8,CAMARAHD,18/02/2021
9,8,DRONE99,29/08/2014
4,12,LAPTOP15,08/06/2025
2,10,TABLET10,12/10/2020
1,7,TABLET10,01/06/2017
5,4,IMPRES33,06/04/2015
2,3,CONSOLA9,23/01/2010
8,8,TV42,15/04/2010
6,9,IMPRES33,24/01/2025
4,7,DRONE99,31/12/2011
3,4,TV42,23/06/2012
8,5,CONSOLA9,17/11/2022
0,5,CAMARAHD,02/01/2025
4,9,CONSOLA9,30/01/2021
2,3,LAPTOP15,06/05/2013
7,7,CELULAA01,08/01/2012
2,5,AIRE2200,23/06/2021
4,4,DRONE99,07/09/2011
5,9,CAMARAHD,09/04/2012
7,6,IMPRES33,28/09/2015
1,10,TV42,14/06/2024
5,6,AIRE2200,09/03/2015
6,7,TABLET10,30/03/2020
2,3,DRONE99,22/08/2016
3,10,AIRE2200,04/12/2015
1,8,IMPRES33,31/05/2020
7,6,LAPTOP15,15/02/2011
3,7,DRONE99,28/03/2012
6,13,TV42,02/12/2013
4,4,DRONE99,20/11/2010
4,10,IMPRES33,08/07/2016
9,7,CELULAA01,29/01/2018
11,8,LAPTOP15,07/03/2025
8,8,AIRE2200,05/01/2017
7,5,IMPRES33,22/07/2019
5,10,DRONE99,07/08/2012
5,9,TV42,18/02/2012
8,8,TV42,11/01/2011
6,5,DRONE99,21/03/2010
5,6,CELULAA01,07/02/2013
6,14,TV42,17/11/2024
4,11,CONSOLA9,07/07/2024
5,2,TV42,28/10/2013
4,11,TABLET10,16/05/2017
3,6,CAMARAHD,07/01/2018
5,6,IMPRES33,26/10/2019
7,9,AIRE2200,12/12/2023
6,7,SMARTWAT,07/01/2016
8,4,IMPRES33,01/02/2012
6,5,AIRE2200,11/05/2018
6,6,SMARTWAT,08/09/2017
4,4,IMPRES33,07/02/2014
3,9,CAMARAHD,21/07/2012
5,14,IMPRES33,28/12/2018
8,11,CAMARAHD,23/12/2018
6,12,CAMARAHD,28/03/2020
5,7,CELULAA01,05/02/2016
6,4,AIRE2200,26/08/2018
9,7,SMARTWAT,22/06/2025
9,5,LAPTOP15,22/09/2020
6,13,CAMARAHD,17/06/2019
4,8,LAPTOP15,21/07/2024
5,5,IMPRES33,28/09/2013
4,9,CONSOLA9,15/07/2012
3,12,CELULAA01,21/12/2012
10,3,SMARTWAT,13/08/2025
3,10,SMARTWAT,26/04/2011
7,6,AIRE2200,29/07/2013
9,7,CONSOLA9,29/04/2012
2,4,LAPTOP15,02/05/2019
7,4,AIRE2200,02/04/2023
3,4,LAPTOP15,29/10/2020
8,12,CELULAA01,05/10/2022
8,7,DRONE99,20/03/2025
4,5,CAMARAHD,30/10/2019
6,5,CONSOLA9,24/01/2014
4,8,CONSOLA9,17/09/2023
4,10,CONSOLA9,08/07/2018
5,12,TABLET10,16/01/2018
5,6,DRONE99,18/09/2023
7,8,CONSOLA9,25/08/2010
3,9,IMPRES33,09/05/2025
3,9,AIRE2200,06/12/2012
2,14,TV42,01/11/2020
3,5,CAMARAHD,12/12/2020
3,2,IMPRES33,14/07/2012
4,6,CAMARAHD,24/03/2019
3,11,CAMARAHD,20/11/2019
6,7,AIRE2200,12/01/2011
6,17,SMARTWAT,03/06/2011
7,5,TABLET10,14/11/2015
8,6,TABLET10,09/09/2024
4,7,TABLET10,18/01/2017
4,6,IMPRES33,12/04/2010
5,7,CONSOLA9,20/10/2025
6,5,CELULAA01,16/03/2025
7,9,CONSOLA9,09/10/2021
10,8,CELULAA01,07/12/2022
3,4,CELULAA01,03/09/2022
3,7,CELULAA01,09/01/2015
4,8,DRONE99,09/01/2025
2,9,IMPRES33,03/08/2017
1,8,DRONE99,23/08/2021
4,4,TABLET10,25/09/2021
6,9,CONSOLA9,09/06/2025
4,5,SMARTWAT,18/09/2025
6,6,TABLET10,13/11/2023
5,4,CONSOLA9,20/02/2012
3,9,TV42,16/09/2019
5,5,SMARTWAT,03/11/2024
10,8,CELULAA01,30/07/2015
2,4,AIRE2200,22/10/2020
8,8,CELULAA01,03/10/2017
4,9,TV42,20/11/2024
6,2,IMPRES33,03/03/2025
2,8,LAPTOP15,21/05/2024
4,6,LAPTOP15,19/08/2018
7,6,CAMARAHD,02/05/2013
6,4,TV42,10/07/2022
3,9,DRONE99,30/09/2023
